"company_id","company_name","country","address","source_of_address"
11223507,"AAS BTA Baltic Insurance Company Eesti filiaal","LVA","Sporta 11, Riia","general_data"
12880288,"AB ""Iron Mountain Lithuania"" Eesti filiaal","LTU","Vilniaus r. sav. Gineitiškiu k. Žirgu g. 3 LTU","general_data"
12831829,"AB “Lietuvos draudimas“ Eesti filiaal","LTU","J. Basanavi�?iaus g. 10, Vilnius","general_data"
10190154,"ABLOY OY EESTI FILIAAL","FIN","Wahlforssinkatu 20  80100 Joensuu Soome Vabariik","general_data"
10538781,"AB OVO Systems GmbH Eesti filiaal","DEU","Johannesbeerstrasse 1, Stuttgart","general_data"
14921181,"Accord Healthcare AB Eesti filiaal","SWE","Frösundaviks Allé 1  169 70 Solna","general_data"
12664283,"ACKERMANN BELLMER LLC Eesti filiaal","USA","Coastal Hwy 16192, Lewes, Delaware 19958","general_data"
16761072,"ADDO Serviss SIA Eesti filiaal","LVA","Augļu iela 3, Riga","general_data"
11210479,"adidas Baltics SIA Eesti filiaal","LVA","Vīlandes iela 3-8, Riia","general_data"
14381709,"Adroc Bygg & Tak AB Eesti filiaal","SWE","Kastanjevägen 31, Tullinge","general_data"
10819882,"ADVENTUS SOLUTIONS SIA Eesti filiaal","LVA","L�?�?plēša iela 87e, Riia, LV-1011","general_data"
12187972,"Agromino a.s. Eesti filiaal","CZE","Churnajevova 1217/10, Modřany, Prahha 4","general_data"
12870396,"AIRLINE MARKETING AND SALES ApS Eesti filiaal","DNK","Vester Farimagsgade 6. 1. 1040, Kopenhaagen V","general_data"
12523542,"AITA AS Eesti filiaal","NOR","c/o Agente AS, Henrik Ibsens gate 20, Oslo","general_data"
10717816,"AKCIJU SABIEDRIBA BMGS EESTI FILIAAL","LVA","Gertrudes 33/35 Riia LV-1011","general_data"
11193232,"Akciné draudimo bendrové ""Gjensidige "" Eesti filiaal","LTU","Žalgirio g. 90, Vilnius","general_data"
10006015,"Aktsiaselts E. K. & Sidum Limited Eesti filiaal","BHS","43 Elizabeth Avenue  Nassau","general_data"
10363360,"Aktsionernoje obsestvo zakrõtnogo tipa Artell-T Eesti filiaal","RUS","Sovetskaja 192A, Tambov","general_data"
10541398,"Alfa Oil AG Eesti filiaal","USA","25 Greystone Manor, Lewes, DE","general_data"
10554774,"Alfred H. Knight Eastern Europe Ltd. Eesti Filiaal","GBR","Alfred H Knight Group Headquarters (Uk), Kings Business Park, Kings Drive, Prescot L34 lPJ","general_data"
16527376,"Amazon Web Services EMEA SARL Eesti filiaal","LUX","38 avenue John F. Kennedy, 1885","general_data"
14703874,"AMC Yacht Training Center LLC Eesti filiaal","USA","USA County of Sussex, aadress 16192, Coastal Highway, Lewers, Delaware 19958, County of Sussex, USA","general_data"
11069934,"Amer Sports Suomi Oy Eesti filiaal","FIN","Siltasaarenkatu 8-10, Helsingi","general_data"
10978818,"AO GLAVBOLGARSTROI EESTI filiaal","BGR","Damjanitsa 3-5 Sofia","general_data"
16833535,"Apleona Danmark A/S Eesti filiaal","DNK","C/O Intertrust Sundkrogsgade 21, Kopenhaagen","general_data"
10199735,"ARNO TRADING LIMITED EESTI FILIAAL","VGB","Mill Mall, Suite 6, Wickhams Cay 1, P.O.Box 3085","general_data"
10376968,"Arton Corporation Eesti filiaal","USA","25 Greystone Manor, Lewes, DE 19958","general_data"
16075916,"Arvato Systems Latvia SIA Eesti filiaal","LVA","Skanstes tn 25, LV-1013, Riia","general_data"
10758583,"ASBEL LIMITED Eesti FILIAAL","GBR","London 48 Queen Anne Street","general_data"
11971924,"AS Citadele banka Eesti filiaal","LVA","Republikas laukums 2A, LV-1010, Riia","general_data"
11025925,"AS Grindeks Eesti filiaal","LVA","Krustpils 53, Riia","general_data"
12632455,"AS LNK Industries Eesti filiaal","LVA","Sporta iela 7 k-1, Riia","general_data"
10182143,"AS PRO MED LLC Eesti filiaal","USA","USA 25 Greystone Manor, Lewes, DE","general_data"
10038216,"As Statam Ltd Eesti filiaal","USA","1050 S.State Street Dover","general_data"
11951856,"Atos IT Solutions and Services Oy Eesti filiaal","FIN","Fabianinkatu 23, Helsingi","general_data"
17039800,"Autoalkatresz Hungary Korlatolt Felelössegü Tarsasag Eesti filiaal","HUN","Paal Laszlo utca 15, 2142 Nagytarcsa","general_data"
14620858,"AVETIS GmbH Eesti filiaal","DEU","Hackfeldstrasse 25, Bremen","general_data"
11739866,"AVIASOLE BUSINESS AVIATION Eesti filiaal","CYP","Kennedy, 12, Kennedy Business Center, 5th Floor, Office 504, P.C. 1087, Nicosia","general_data"
10493334,"AVIZE BIZNESS & BALTIJA Eesti filiaal","LVA","Balasta dambis 3, Riia","general_data"
10219432,"Avon International Investments Eesti filiaal","IRL","Dublin 2, Lower Baggot Street 41, Suite 4.","general_data"
12835359,"B4U TAX FREE LIMITED Eesti filiaal","GBR","C/O PATRICK HELLMANN COLLECTION 54 ST James Street, London, SW1A 1JT","general_data"
10637678,"BAConsult Inc. Eesti filiaal","USA","25 Greystone Manor, Lewes, Delaware","general_data"
16783777,"Balcia Insurance SE Eesti filiaal","LVA","Krišj�?ņa Valdem�?ra 63, Riia","general_data"
10448256,"Balkancarpodem OOD Eesti filiaal","BGR","18 Kliment Ohridski Blvd. 1040 Sofia","general_data"
10218591,"Baltic Marine Transport Eesti filiaal","IRL","Dublin 2, Lower Baggot Street 41, Suite 4.","general_data"
10112409,"Baltic Venture Advisers Oy Ab Eesti filiaal","FIN","Erottajankatu 5A  Helsinki","general_data"
10426444,"Batma Eesti Filiaal","UZB","Taškent Jusupova 78-1","general_data"
11880694,"BAXLEY CHEMICALS LIMITED Eesti Filiaal","GBR","40 Craven Street, Charing Cross, London, WC2N 5NG","general_data"
12664372,"Belafarm Fund Eesti filiaal","USA","New Market Group LLC, 105 Chandler Avenue, Wilmington, Delaware 19807","general_data"
16309656,"Belgacom International Carrier Services Eesti filiaal","BEL","Boulevard du Roi AlbertII 27, 1030 Schaerbeek","general_data"
10622636,"Bellington Publishing Company Eesti filiaal","NIU","No. 2 Commercial Centre Square, P.O. Box 71, Alofi","general_data"
12420003,"Benefit Brokers Oy Eesti filiaal","FIN","Eteläesplanadi 22 B, Helsinki 00130","general_data"
14171610,"BEPAY LIMITED Eesti filiaal","GBR","Suite B, 29 Harley Street, London, W1G 9QR","general_data"
10471516,"BESTRON LTD Eesti filiaal","MUS","Port Louis 4 Floor Li Wan Po House 12","general_data"
14925730,"Beta Industry Service LLC Eesti filiaal","UKR","Ukraina, 01042, Kiievi linn, Chigorini tänav, maja 49, kontor 3","general_data"
14364533,"BILL.ME LTD Eesti filiaal","GBR","85 Great Portland Street, London, England, W1W 7LT","general_data"
17131137,"Biocodex Oy Eesti filiaal","FIN","Metsänneidonkuja 4, Espoo","general_data"
10568055,"Bjorn Lilleseth Tekstilagentur Eesti filiaal","NOR","Munkerudv 55, 1165 Oslo","general_data"
10174712,"B.M.B.-S.D.Trading Corporation Limited Eesti filiaal","ISV","Columbus Centre Building Wickhams Cay, Road Town Tortola","general_data"
11716380,"Boehringer Ingelheim RCV GmbH & Co KG Eesti filiaal","AUT","Dr. Boehringer-Gasse 5-11, 1121, Viin","general_data"
10223770,"Bracknell Investments SA Eesti filiaal","VGB","Tortola Road Town P.O. BOX 146","general_data"
12179843,"BRANDINC JEWELLERY Sp. z o.o. Eesti filiaal","POL","1 Sierpnia tn 6, D Hoone Varssavi 02-134","general_data"
10010956,"British Building & Trade Company Eesti filiaal","VGB","P.O. Box 116, Road Town The Creque Building Tortola","general_data"
11458819,"BSH Home Appliances AB Eesti filiaal","SWE","P.O.Box 503, Landsvägen 32, Solna","general_data"
16076086,"BTCBIT sp. z o.o. Eesti filiaal","POL","Gesia tn 17, ruum 205 linn: Krakow,","general_data"
11455991,"Business Promotion Consult Corp. Eesti filiaal","USA","25 Greystone Manor, Lewes, DE 19958-9776","general_data"
14666855,"C6 SAFE GROUP LIMITED Eesti filiaal","CYP","Orfeos 3, Nicosia 1070","general_data"
12588056,"Car Hire Labs SA Eesti filiaal","CHE","Via Vedeggio 4, 6928 Manno","general_data"
14055507,"Car Rental Gateway Limited Eesti filiaal","GBR","Office 17, Access House, Manor Road, West Ealing, London","general_data"
10205513,"Ceratec Enterprises Ltd.Eesti Filiaal","CYP","20 Queen Frederica Str., EL GRECO HOUSE, Office 104, Nicosia","general_data"
16215814,"Checkout Technology LTD Eesti filiaal","GBR","Wenlock Works, Shepherdess Walk, London, N1 7BQ","general_data"
10709290,"Command Trade Agency, Inc. Eesti filiaal","USA","Lewes, DE 19958, 25 Greystone Manor, DE19958","general_data"
12970620,"Compensa Vienna Insurance Group, ADB Eesti filiaal","LTU","Ukmergns g. 280, Vilniuse linn, Vilniuse linna omavalitsus","general_data"
10654352,"Complete Industries Limited Eesti Filiaal","GBR","1Lumley Street, Mayfair, London W1Y 2NB","general_data"
10179075,"Control Services Limited Eesti filiaal","GIB","Turnbull's Lane 25","general_data"
16056534,"Corteva Agriscience Denmark A/S Eesti filiaal","DNK","Langebrogade 1, 1411 Kopenhaagen","general_data"
14910504,"CUSTODIAN TRADE LTD Eesti filiaal","GBR","51 Lime Street London EC3M 7 DQ, GBR","general_data"
10643029,"Danka AG Eesti filiaal","USA","25 Greystone Manor, Lewes DE 19958","general_data"
16438508,"Decathlon Lietuva UAB Eesti filiaal","LTU","ikingu g. 5, 02182 Vilnius","general_data"
16705530,"Dell Products Unlimited Company Eesti filiaal","IRL","70 Sir John Rogerson's Quay Dublin - 2","general_data"
17006917,"Delta Capacity AG Eesti filiaal","CHE","Hauptstraße 41","general_data"
14999941,"Deutsche Telekom Nordic A/S Eesti filiaal","DNK","Lautrupvang 8, Ballerup","general_data"
14120363,"DFDS A/S Eesti filiaal","DNK","Marmorvej 18, Kopenhaagen","general_data"
12720395,"DialCom Inc. Eesti filiaal","IOT","Kamilah House, P.O. Box 637, The Valley, Rock Farm, Anguilla","general_data"
12631639,"Diveos Travel Ltd. Eesti filiaal","MHL","Trust Company Complex, Ajeltake Road, Ajeltake Island, Majuro, Marshall Islands MH96960","general_data"
12889349,"DUGLAS ALLIANCE LTD. Eesti filiaal","GBR","Sterling House, Fulbourne Road, London, E17 4EE","general_data"
10523928,"Dunlop Hiflex Oy Eesti filiaal","FIN","Tiilenpolttajankuju 4, Vantaa","general_data"
10170039,"EAST/WEST PROJECT EESTI FILIAAL","IRL","CHC Building Excheqer Street  Dublin 2","general_data"
10863392,"Eaton Electric SIA Eesti filiaal","LVA","Zemitana iela 2b, LV-1012, Riia","general_data"
10955355,"ebm-papst Oy Eesti filiaal","FIN","Parkvägen 1, Espoo","general_data"
10143456,"Eckerö Line Ab Oy Eesti filiaal","FIN","Torggatan 2, Mariehamn","general_data"
12126410,"Elektrizace železnic Praha a.s. Eesti filiaal","CZE","Praha 4, Nusle, nam. Hrdinu 1693/4a, sihtnumber 140 00","general_data"
12334410,"Elgood Oy Eesti filiaal","FIN","Malminkaari 10, Helsingi  00700","general_data"
10166612,"Eli Lilly (Suisse) S.A. Eesti filiaal","CHE","chemin des Coquelicots 16 Vernier, CH - 1214","general_data"
10863162,"Elopak Oy Eesti filiaal","FIN","Helsingi Pajalantie 21-23 Träskända","general_data"
12380611,"Energomontaj SA Eesti filiaal","ROU","103-105 Dorobantilor road, Sector 1, Bukarest","general_data"
12025488,"ERGO Life Insurance SE Eesti filiaal","LTU","Geležinio vilko g. 6A, LT-03507 Vilnius","general_data"
10561129,"ESM GROUP Eesti filiaal","LVA","Sniedzes tn. 13 Riia","general_data"
10476525,"Etelä-Kiito OY Eesti filiaal","FIN","Forssa Viksbergintie 3","general_data"
11452604,"EUROASIA GmbH Eesti filiaal","DEU","Eibenweg 5, Porta Westfalica","general_data"
14756049,"EURONET 360 FINANCE LIMITED Eesti filiaal","GBR","5th floor North Block, 55 Baker Street, London W1U 7EU","general_data"
11170490,"European Clinical Research Consultants LLC Eesti filiaal","USA","Lewes, DE,   25 Greystone Manor","general_data"
16100554,"EUROX SIA Eesti filiaal","LVA","Olgas iela 2 - 3/4, Riia LV-1048","general_data"
16856016,"EVOGRO LTD Eesti filiaal","GBR","EAST MALLING ENTERPRISE CENTRE, NEW ROAD, EAST MALLING, KENT ME19 6BJ.","general_data"
10576250,"Federalnoje gosudarstvennoje unitarnoje predprijatije ""Rossijskoje informatsionnoje agentstvo""Vesti"" (dotšerneje predprijatije Vserossijskoi gosudarstvennoi televizionnoi i radioveštšatelnoi kompanii) Eesti filiaal","RUS","Moskva, Zubovski bulvar 4","general_data"
16629415,"FERRERO POLSKA COMMERCIAL SPÓ�?KA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ Eesti filiaal","POL","Wiertnicza 126, Varssavi 02-952","general_data"
10009108,"Festo Oy Ab Eesti filiaal","FIN","Mäkituvantie 9  Vantaa","general_data"
14657979,"FILANOCA LIMITED EESTI FILIAAL","CYP","Kolokotroni 6, 1. korrus, korter 6, 1101, Nicosia","general_data"
14120558,"FINANZIARIA PER IL FACTORING ""FINCREDIT"" S.P.A. Eesti filiaal","ITA","Via Di Novella 10, 00199 Rooma","general_data"
12049230,"FinLord Company Inc. Eesti filiaal","VGB","P.O. Box 3321, Drake Chambers, Road Town, Tortola","general_data"
10330371,"Finnair OYJ Eesti Filiaal","FIN","Tietotie 9, 01530 Vantaa","general_data"
14579506,"Finn-Power Oy Eesti filiaal","FIN","Nuppiväylä 7, Seinäjoki 60100","general_data"
16905996,"Finora Bank UAB Eesti filiaal","LTU","Žalgirio g. 90-100, Vilnius","general_data"
11396082,"FinTrans Business Inc Eesti filiaal","VGB","P.O. Box 3174, Road Town, Tortola","general_data"
14229806,"Fortrea Development Limited Eesti filiaal","GBR","5 Foundation Park, Roxborough Way, Maidenhead,  SL6 3UD","general_data"
16597514,"FRANCE VALLEY REVENU EUROPE IV Eesti filiaal","FRA","Chez France Valley, 56 avenue Victor Hugo, 75116 PARIIS","general_data"
16594384,"FRANCE VALLEY REVENU EUROPE VII Eesti filiaal","FRA","Chez France Valley, 56 avenue Victor Hugo, 75116 Pariis","general_data"
14353245,"Geberit UAB Eesti filiaal","LTU","Žygio tn 91, Vilnius","general_data"
16764107,"GE-Hitachi Nuclear Energy International LLC Eesti filiaal","USA","3901 Castle Hayne Road, City of Wilmington, County of New Hanover, 28401","general_data"
16573040,"Georg Fischer Aktiebolag Eesti filiaal","SWE","Liljeholmsstranden 5, 117 43 Stockholm","general_data"
16254910,"GEZE Scandinavia Aktiebolag eesti filiaal","SWE","Mallslingan 10, 187 66 Täby","general_data"
12000531,"GE Vernova International LLC Eesti filiaal","USA","191 Rosa Parks Street, OH 45202 Cincinnati","general_data"
12693190,"Glomus Corp. Eesti filiaal","MHL","Trust Company Complex,Ajeltake Road,Ajeltake Island,Majuro Marshalli Saarte Vabariik","general_data"
10654731,"Gotard Business Ltd. Eesti filiaal","BHS","50 Shirley Street, P.o. box CB-13937, Nassau","general_data"
12592796,"GrECo Specialty GmbH Eesti filiaal","AUT","Elmargasse 2-4,  Viin","general_data"
11580153,"GROHE AG Eesti filiaal","DEU","Feldmühleplatz 15, 40545 Düsseldorf","general_data"
16836083,"Gyvybės draudimo UAB ""SB draudimas"" Eesti filiaal","LTU","Gynėjų g. 14, Vilnius","general_data"
10036051,"Harbinger International Corporation Eesti filiaal","VGB","Columbus Centre Building Wickhams Cay, Road Town, Tortola","general_data"
10258981,"HAR-LEX L.L.C. Eesti filiaal","USA","105 Chandler Ave, Greenville DE 19807","general_data"
12869619,"HEKOTEK SERVICE LLP Eesti filiaal","GBR","Flat 1F2, 89 Albert Street, Edinburgh, EH7","general_data"
10715792,"Helensville Investments Ltd. Eesti Filiaal","VGB","RG Hodge Plaza,3rd Fl.,Upper Main Str,Wickhams Cay 1,Tortola","general_data"
10707025,"Helsingin Betonituki OY Eesti Filiaal","FIN","Henry Fordinkatu 5A 1Y,  00150 Helsingi","general_data"
10496092,"HELSINGIN KAUPPAYRITYS OY EESTI FILIAAL","FIN","Helsinki, Arkadiankatu 6 A","general_data"
11372041,"Hemtex Aktiebolag Eesti filiaal","SWE","box 495, 501 13 Boras","general_data"
14413833,"HEXAWARE TECHNOLOGIES Eesti filiaal","GBR","c/o Butler & Co. LLP, 126-134, Baker Street, 3 rd Floor, London W1U 6UE","general_data"
14134980,"Higham Finance SIA Eesti Filiaal","LVA","Kr. Valdemara tn 21-10, Riia","general_data"
10585533,"Holiday Club Corporation Eesti filiaal","KNA","Charlestown, P.O Box 556, Main Street","general_data"
16474964,"Huhtamaki Foodservice Nordic Oy Eesti filiaal","FIN","Polarpakintie 13300 Häneenlinna","general_data"
14214437,"HUVE LTD Eesti filiaal","GBR","1 Nares Close, Rugby, England CV22 6TN","general_data"
14734237,"IDOM CONSULTING, ENGINEERING, ARCHITECTURE, S.A.U. Eesti filiaal","ESP","Avenida Zarandoa 23, 48015 Bilbao","general_data"
14387209,"If P&C Insurance Ltd (publ) Eesti filiaal","SWE","106 80,Stockholm","general_data"
14263097,"IMPEX EXPERT LLC Eesti filiaal","USA","5305 River Rd.N Ste B, OR","general_data"
11255973,"IMT Card LLC Eesti filiaal","USA","Lewes, 25 Greystone Manor","general_data"
16081963,"Indra Sistemas S.A. Eesti filiaal","ESP","Avenida de Bruselas 35, 20108 Alcobendas, Madrid","general_data"
14177682,"Ingenera LLC Eesti filiaal","USA","16192 Coastal Highway, Lewes, Delaware 19958, Sussexi maakond","general_data"
17060590,"Instant Managed Offices Limited Eesti filiaal","GBR","11th Floor, The Blue Fin Building, Southwark Street, London, SE1 0T","general_data"
17014673,"Inzmo Europe GmbH Eesti filiaal","DEU","Ebertstrasse 2","general_data"
10380086,"International Properties Development LLC Eesti filiaal","USA","25 Greystone Manor, Lewes, DE 19958","general_data"
14381744,"Intus Financial Services Oy Ltd Eesti filiaal","FIN","Eteläesplanaadi 22 B 41 00130 Helsingi","general_data"
16606396,"Invozio LV SIA Eesti filiaal","LVA","Magonu 7-3, Riia","general_data"
14530894,"IONITY GmbH Eesti filiaal","DEU","Moosacher Strasse 84, München","general_data"
10959761,"I.S.I. BALTIC INC. EESTI filiaal","LBR","80 Broad Street, Monrovia","general_data"
10069553,"JENAPHARM GmbH Eesti filiaal","GER","Otto-Schott Str.15  Jena","general_data"
10111506,"Jensen & Morris Accountants Society Eesti filiaal","USA","25 Greystone Manor Lewes DE 19958-9776","general_data"
10659544,"JNA Trading ApS Eesti filiaal","DNK","Kratholmvej 27 DK-5260 Odense","general_data"
10888593,"Johnson & Johnson AB Eesti filiaal","SWE","Box 4014, Solna, 16904","general_data"
10308549,"Julian Investments Ltd. Eesti filiaal","USA","1013 Centre Road, Wilmington, New Castle`i 19805 Delaware`i","general_data"
10546958,"Kaeser Kompressorit Oy Eesti Filiaal","FIN","Tiilitie 18, Vantaa FIN-01720","general_data"
10211258,"KARLSBACH LLC Eesti filiaal","USA","Delaware osariik;Sussexi maakond,Delaware19958,Lewes","general_data"
11919841,"KCR S.A. Eesti filiaal","POL","Postepu tn 6, 02-676 Varssavi","general_data"
16659391,"""Keller-Polska“ Spolka z organiczoną odpowiedzialnoscia Eesti filiaal","POL","Oźarów Mazowieckis Poznańska 172, 05-850 Oźarów, Poola Vabariik","general_data"
14185055,"Kellogg Brown & Root Services, Inc Eesti filiaal","USA","Corporation Trust Center, 1209 Orange street, Wilmington, New castle maakond, Delaware","general_data"
10115744,"Kingston Trading LLC Eesti filiaal","USA","25 Greystone Manor Lewes Delaware osariik","general_data"
10000426,"Kinnist tüüpi aktsiaselts ""Siberi Liisingu Firma"" Eesti filiaal","RUS","Sumskoi pr.maja 4 korp. 3  Moskva","general_data"
10327104,"Kosby LLC Eesti filiaal","USA","Lewes, DE 19958  25 Greystone Manor","general_data"
10226550,"Koskisen Oyj Eesti filiaal","FIN","Tehdastie 2, Järvelä, FIN-16600","general_data"
10018194,"KRKA, d.d., Novo Mesto Eesti filiaal","SVN","Smarjeśka cesta 6, Novo mesto 8501","general_data"
12600998,"KSB Finland OY Eesti filiaal","FIN","Savirunninkatu 4, FIN-04260 Kerava","general_data"
12242889,"Laitilan Wirvoitusjuomatehdas Oy Eesti filiaal","FIN","Limonaadikuja 4, 23800 Laitila","general_data"
11339227,"Lapp Miltronic SIA Eesti filiaal","LVA","Ulbrokas 44a, Riia","general_data"
12810968,"Lars Krogius Holding OY Eesti filiaal","FIN","Sörnäisten rantatie 25 A 00500 Helsinki","general_data"
11626292,"LEDYARD ASSETS Ltd. Eesti filiaal","VGB","Akara Bldg., 24 De Castro Street, Wickhams Cay I, Road Town, Tortola","general_data"
14993039,"Legrand Polska sp. z o.o. Eesti filiaal","POL","ul. Waryńskiego 20 Ząbkowice Śląskie","general_data"
10114845,"LEICESTER HOLDING, LTD. EESTI FILIAAL","USA","3831 Eunice Avenue Wilmington New Castle country Delaware osariik","general_data"
12797009,"Lenz International AG Eesti filiaal","CHE","Alpenstrasse 11 6300 Zug","general_data"
10028873,"LG GROUP LIMITED EESTI FILIAAL","BLZ","2a King Street Belize City","general_data"
16177255,"Lightyear Financial Ltd Eesti filiaal","GBR","42-46 Princelet Street, London, E1 5LP","general_data"
14737069,"Linde GmbH Eesti filiaal","DEU","Dr. Carl-Von-Linde-Str. 6-14, Pullach i.Isartal","general_data"
10175781,"Lindex Group Oyj Eesti filiaal","FIN","Aleksanterikatu 52  Helsinki","general_data"
16943554,"LITMAR MK UAB Eesti filiaal","LTU","Granito g. 10, Vilnius","general_data"
10139489,"LITRANSERVIS Eesti filiaal","LTU","Vilnius Gedimino pr. 26-311","general_data"
10977049,"Lloyd's Register EMEA Eesti filiaal","GBR","71 Fenchurch Street, London","general_data"
12663645,"LMT Retail & Logistics SIA Eesti Filiaal","LVA","Ropažu iela 6, Riia LV-1039","general_data"
12405860,"Lofbergs Sales & Marketing SIA Eesti filiaal","LVA","Kekava piirkond, Kekava vald, 53 Ziemelu street, LV-2123","general_data"
10951802,"""L'Oreal Baltic"" SIA Eesti filiaal","LVA","12 Citadeles, Riia, LV-1010","general_data"
10041690,"Lucas Group international Inc. Eesti Filiaal","CAN","47 St.Vincent Str.RR=3,Midhurst,Ontario Canada L4M4S5","general_data"
16436202,"Länsiauto Oy Eesti filiaal","FIN","Laivalahdenkatu 8 B 008800 Helsingi","general_data"
11009375,"Maarjamaa Oy Eesti Filiaal","FIN","Kivijatatie 13 B 20 Helsingi","general_data"
14593831,"Macea Oy Eesti filiaal","FIN","Nuuttilantie 32, 15700 Lahti","general_data"
10617902,"Mainostoimisto Hyvät Ideat Ky Eesti filiaal","FIN","Tuksilantie 62, Pori","general_data"
11223016,"Makita Oy Eesti filiaal","FIN","Teilimäki 4, 01530 Vantaa","general_data"
17054253,"Mango Insurance SIA Eesti Filiaal","LVA","Riia, Aspazijas bulv�?ris 20","general_data"
16767809,"Marine Brokers ApS Eesti filiaal","DNK","Tuborg Boulevard 12, 3. Hellerup","general_data"
14531913,"Marine Insurance Services SIA Eesti filiaal","LVA","Baznicas iela 4a, Riia","general_data"
10523822,"Mars Finland OY Eesti filiaal","FIN","Työpajankatu 5, Helsingi","general_data"
14714817,"Marubeni Corporation Eesti filiaal","JPN","7-1, Nihonbashi 2-chome, Chuo-ku, Tokio","general_data"
11626978,"MATTEX TRADE Ltd. Eesti filiaal","VGB","Akara Bldg. 24 De Castro Street, Wickhams Cay I, Road Town, Tortala","general_data"
10638399,"Mavon OY Eesti filiaal","FIN","Castreninkatu 28 B 28 Helsingi","general_data"
12848480,"Maxwellsteele Group Limited Eesti filiaal","NZL","83 ST Marys Road, Saint Marys Bay, Auckland, 1011","general_data"
16744760,"MB Balticworks Eesti filiaal","LTU","Kaunas, V. Tuinylos g. 5A","general_data"
16805415,"Medikosketus Oy Eesti filiaal","FIN","Lohentie 52, Porvoo","general_data"
10322615,"MET- SYSTEMS OY Eesti filiaal","FIN","Punatulkuntie 10 b 2 00730,Helsinki","general_data"
12128751,"Miele SIA Eesti filiaal","LVA","Zaubes iela 9 A-38, Riia LV-1013","general_data"
10431103,"MiniMan Products LLC Eesti filiaal","USA","25 Greystone Manor , Lewes, DE 19958","general_data"
12616491,"Minory Limited Eesti filiaal","HKG","Unit B, 9/F, Lockhart Centre, 301-307 Lockhart Road, Wan Chai","general_data"
11360279,"Mirka Ltd Eesti filiaal","FIN","Pensalavägen 210, Jepua","general_data"
12830103,"MobileSparkles Ltd Eesti filiaal","MHL","Trust Company Complex, Ajeltake Road, Ajeltake Island, Majuro","general_data"
12835419,"Monese Ltd Eesti filiaal","GBR","1 King Street, London EC2V 8AU","general_data"
10677070,"Moneti Inc. Eesti filiaal","USA","25 Greystone Manor, Lewes, DE 19958","general_data"
10876839,"Moneyline Telerate (Sweden) AB Eesti filiaal","SWE","Box 7598 Stockholm","general_data"
12257709,"MONSTER ENERGY EUROPE LIMITED Eesti filiaal","GBR","30 Riverside Way, Uxbridge Middlesex, UB8 2YF","general_data"
16126884,"Montify LTD Eesti filiaal","GBR","New London House, 6 London Street, London, EC3R 7LP","general_data"
12625538,"MRB INVEST LLC Eesti filiaal","USA","105 Chandler Avenue, Greenville, DE 19807, Delaware osariik","general_data"
10010577,"MSI-GWC Ltd. Budapest ""GALVENA RIGAS FILIALE"", SIA Eesti filiaal","LAT","Brivibas 48/50  Riia","general_data"
17137447,"Multitude International Services OY, Eesti filiaal","FIN","Ratamestarinkatu 11 A","general_data"
11243622,"Multivac Oy Eesti filiaal","FIN","Posliinitehtaankatu 5,  04260 Kerava","general_data"
14306553,"Nasdaq CSD SE Eesti filiaal","LVA","Valnu iela 1, Riia","general_data"
10167586,"National Tape Co Eesti filiaal","SWE","c/o Forshall, Nälstavägen 1 16354 Spanga 01 Stockholmi lään Stockholmi kommuun","general_data"
12951516,"Nets Denmark A/S Eesti filiaal","DNK","Klausdalsbrovej 601, Ballerup,  DK-2750","general_data"
14947826,"Nice-business Consulting Oy Eesti filiaal","FIN","Valimotie 16 FI-00380 Helsinki","general_data"
10016545,"Nils Limited Eesti filiaal","IRL","Lower Pembroke Street 27-29  Dublin","general_data"
11356131,"Nissan Nordic Europe Oy Eesti filiaal","FIN","Keilasatama 5 Espoo","general_data"
12608043,"Nordea Bank Abp Eesti filiaal","FIN","Hamnbanegatan 5, Nordea","general_data"
10365441,"NORDIA (NASSAU) LIMITED EESTI filiaal","BHS","Nassau, 94 Dowdeswell Street","general_data"
12315176,"Nordic Business Group Ltd. Eesti filiaal","MHL","Trust Company Complex, Ajeltake Road, Ajeltake Island, Majuro, MH96960","general_data"
14087855,"Nordic Construction Sweden AB Eesti filiaal","SWE","Hallebyvägen 21, 632 39 Eskilstuna","general_data"
11951307,"Nordic Seatrade LLC Eesti filiaal","USA","802 West Street, Wilmington, DE 19801-1526","general_data"
11626062,"Norwex Baltic SIA Eesti filiaal","LVA","Brivibas gatve 224, LV-1039, Riia","general_data"
14700540,"NOVEBA LIMITED Eesti filiaal","GBR","71-75 Shelton Street, Covent Garden, London WC2H 9JQ","general_data"
12381272,"""N-Systems"" Jsc Eesti filiaal","RUS","19. Linija 10-6-H, Sankt-Peterburg, 199106","general_data"
10279888,"OAO Lukoil- Jekaterinburg Eesti filiaal","RUS","Nabereznaja Rabotsei Molodjozi 50, Jekaterinburg","general_data"
14936797,"Obermeyer International GmbH Eesti filiaal","DEU","Hansastr. 40, 80686 München, Saksamaa","general_data"
14826502,"OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU «MALKO» Eesti filiaal","RUS","Venemaa, Peterburg, Prosveštšenija Puiestee 86 hoone nr 1A tuba nr 15-N","general_data"
12240206,"OBŠESTVO S OGRANITŠENNOI OTVETSTVENNOSTJU ""Kormet"" Eesti filiaal","RUS","Kaliningradi oblast, Kaliningradi linn, Suvorovi tn 35B","general_data"
